activity_id,institution_id,source_id,experiment_id,member_id,table_id,grid_label,variable_ids,start_year,end_year
LOCA2,UCSD,ACCESS-CM2,historical,r1i1p1f1,day,d03,"""pr,tasmax,tasmin""",1950,1950
LOCA2,UCSD,ACCESS-CM2,ssp245,r1i1p1f1,day,d03,"""pr,tasmax,tasmin""",2015,2015
LOCA2,UCSD,ACCESS-CM2,ssp370,r1i1p1f1,day,d03,"""pr,tasmax,tasmin""",2015,2015
LOCA2,UCSD,ACCESS-CM2,ssp585,r1i1p1f1,day,d03,"""pr,tasmax,tasmin""",2015,2015
